     0.000     1.429     0.000     1.429    21.802     2.000     2.000
     0.010     1.428     0.046     1.429    21.802     1.999     2.000
     0.020     1.426     0.092     1.429    21.802     1.996     2.000
     0.030     1.422     0.138     1.429    21.802     1.991     2.000
     0.040     1.417     0.183     1.429    21.802     1.983     2.000
     0.050     1.410     0.229     1.429    21.802     1.974     2.000
     0.060     1.402     0.274     1.429    21.802     1.963     2.000
     0.070     1.392     0.319     1.429    21.802     1.949     2.000
     0.080     1.381     0.364     1.429    21.802     1.934     2.000
     0.090     1.369     0.408     1.429    21.802     1.917     2.000
     0.100     1.355     0.452     1.429    21.802     1.897     2.000
     0.110     1.340     0.495     1.429    21.802     1.876     2.000
     0.120     1.323     0.538     1.429    21.802     1.853     2.000
     0.130     1.305     0.581     1.429    21.802     1.827     2.000
     0.140     1.286     0.622     1.429    21.802     1.800     2.000
     0.150     1.265     0.663     1.429    21.802     1.771     2.000
     0.160     1.243     0.704     1.429    21.802     1.740     2.000
     0.170     1.220     0.743     1.429    21.802     1.708     2.000
     0.180     1.195     0.782     1.429    21.802     1.673     2.000
     0.190     1.169     0.820     1.429    21.802     1.637     2.000
     0.200     1.142     0.858     1.429    21.802     1.599     2.000
     0.210     1.114     0.894     1.429    21.802     1.560     2.000
     0.220     1.085     0.929     1.429    21.802     1.519     2.000
     0.230     1.054     0.964     1.429    21.802     1.476     2.000
     0.240     1.023     0.997     1.429    21.802     1.432     2.000
     0.250     0.990     1.030     1.429    21.802     1.386     2.000
     0.260     0.957     1.061     1.429    21.802     1.339     2.000
     0.270     0.922     1.091     1.429    21.802     1.291     2.000
     0.280     0.886     1.120     1.429    21.802     1.241     2.000
     0.290     0.850     1.148     1.429    21.802     1.190     2.000
     0.300     0.812     1.175     1.429    21.802     1.137     2.000
     0.310     0.774     1.201     1.429    21.802     1.084     2.000
     0.320     0.735     1.225     1.429    21.802     1.029     2.000
     0.330     0.695     1.248     1.429    21.802     0.973     2.000
     0.340     0.655     1.270     1.429    21.802     0.917     2.000
     0.350     0.614     1.290     1.429    21.802     0.859     2.000
     0.360     0.572     1.309     1.429    21.802     0.800     2.000
     0.370     0.529     1.327     1.429    21.802     0.741     2.000
     0.380     0.486     1.343     1.429    21.802     0.681     2.000
     0.390     0.443     1.358     1.429    21.802     0.620     2.000
     0.400     0.399     1.372     1.429    21.802     0.558     2.000
     0.410     0.354     1.384     1.429    21.802     0.496     2.000
     0.420     0.310     1.395     1.429    21.802     0.434     2.000
     0.430     0.265     1.404     1.429    21.802     0.370     2.000
     0.440     0.219     1.412     1.429    21.802     0.307     2.000
     0.450     0.174     1.418     1.429    21.802     0.243     2.000
     0.460     0.128     1.423     1.429    21.802     0.179     2.000
     0.470     0.082     1.426     1.429    21.802     0.115     2.000
     0.480     0.036     1.428     1.429    21.802     0.051     2.000
     0.490    -0.010     1.429     1.429    21.802     0.014     2.000
     0.500    -0.056     1.427     1.429    21.802     0.078     2.000
     0.510    -0.102     1.425     1.429    21.802     0.142     2.000
     0.520    -0.148     1.421     1.429    21.802     0.207     2.000
     0.530    -0.193     1.415     1.429    21.802     0.270     2.000
     0.540    -0.239     1.408     1.429    21.802     0.334     2.000
     0.550    -0.284     1.400     1.429    21.802     0.397     2.000
     0.560    -0.329     1.390     1.429    21.802     0.460     2.000
     0.570    -0.373     1.379     1.429    21.802     0.523     2.000
     0.580    -0.418     1.366     1.429    21.802     0.585     2.000
     0.590    -0.461     1.352     1.429    21.802     0.646     2.000
     0.600    -0.505     1.336     1.429    21.802     0.706     2.000
     0.610    -0.547     1.320     1.429    21.802     0.766     2.000
     0.620    -0.590     1.301     1.429    21.802     0.825     2.000
     0.630    -0.631     1.282     1.429    21.802     0.884     2.000
     0.640    -0.672     1.261     1.429    21.802     0.941     2.000
     0.650    -0.712     1.238     1.429    21.802     0.997     2.000
     0.660    -0.752     1.215     1.429    21.802     1.053     2.000
     0.670    -0.791     1.190     1.429    21.802     1.107     2.000
     0.680    -0.828     1.164     1.429    21.802     1.160     2.000
     0.690    -0.865     1.137     1.429    21.802     1.212     2.000
     0.700    -0.902     1.108     1.429    21.802     1.262     2.000
     0.710    -0.937     1.079     1.429    21.802     1.312     2.000
     0.720    -0.971     1.048     1.429    21.802     1.359     2.000
     0.730    -1.004     1.016     1.429    21.802     1.406     2.000
     0.740    -1.036     0.983     1.429    21.802     1.451     2.000
     0.750    -1.068     0.949     1.429    21.802     1.495     2.000
     0.760    -1.098     0.914     1.429    21.802     1.537     2.000
     0.770    -1.126     0.879     1.429    21.802     1.577     2.000
     0.780    -1.154     0.842     1.429    21.802     1.616     2.000
     0.790    -1.181     0.804     1.429    21.802     1.653     2.000
     0.800    -1.206     0.766     1.429    21.802     1.688     2.000
     0.810    -1.230     0.727     1.429    21.802     1.722     2.000
     0.820    -1.253     0.687     1.429    21.802     1.754     2.000
     0.830    -1.274     0.646     1.429    21.802     1.784     2.000
     0.840    -1.294     0.605     1.429    21.802     1.812     2.000
     0.850    -1.313     0.563     1.429    21.802     1.838     2.000
     0.860    -1.331     0.520     1.429    21.802     1.863     2.000
     0.870    -1.347     0.477     1.429    21.802     1.885     2.000
     0.880    -1.361     0.433     1.429    21.802     1.906     2.000
     0.890    -1.374     0.389     1.429    21.802     1.924     2.000
     0.900    -1.386     0.345     1.429    21.802     1.941     2.000
     0.910    -1.397     0.300     1.429    21.802     1.955     2.000
     0.920    -1.406     0.255     1.429    21.802     1.968     2.000
     0.930    -1.413     0.210     1.429    21.802     1.978     2.000
     0.940    -1.419     0.164     1.429    21.802     1.987     2.000
     0.950    -1.424     0.118     1.429    21.802     1.993     2.000
     0.960    -1.427     0.072     1.429    21.802     1.997     2.000
     0.970    -1.428     0.026     1.429    21.802     2.000     2.000
     0.980    -1.428    -0.020     1.429    21.802     2.000     2.000
     0.990    -1.427    -0.066     1.429    21.802     1.998     2.000
     1.000    -1.424    -0.111     1.429    21.802     1.994     2.000
     1.010    -1.420    -0.157     1.429    21.802     1.988     2.000
     1.020    -1.414    -0.203     1.429    21.802     1.980     2.000
     1.030    -1.407    -0.248     1.429    21.802     1.970     2.000
     1.040    -1.398    -0.293     1.429    21.802     1.957     2.000
     1.050    -1.388    -0.338     1.429    21.802     1.943     2.000
     1.060    -1.376    -0.383     1.429    21.802     1.927     2.000
     1.070    -1.363    -0.427     1.429    21.802     1.909     2.000
     1.080    -1.349    -0.471     1.429    21.802     1.888     2.000
     1.090    -1.333    -0.514     1.429    21.802     1.866     2.000
     1.100    -1.316    -0.556     1.429    21.802     1.842     2.000
     1.110    -1.297    -0.598     1.429    21.802     1.816     2.000
     1.120    -1.277    -0.640     1.429    21.802     1.788     2.000
     1.130    -1.256    -0.681     1.429    21.802     1.758     2.000
     1.140    -1.233    -0.721     1.429    21.802     1.727     2.000
     1.150    -1.210    -0.760     1.429    21.802     1.693     2.000
     1.160    -1.184    -0.799     1.429    21.802     1.658     2.000
     1.170    -1.158    -0.836     1.429    21.802     1.621     2.000
     1.180    -1.131    -0.873     1.429    21.802     1.583     2.000
     1.190    -1.102    -0.909     1.429    21.802     1.543     2.000
     1.200    -1.072    -0.944     1.429    21.802     1.501     2.000
     1.210    -1.041    -0.978     1.429    21.802     1.458     2.000
     1.220    -1.009    -1.011     1.429    21.802     1.413     2.000
     1.230    -0.976    -1.043     1.429    21.802     1.366     2.000
     1.240    -0.942    -1.074     1.429    21.802     1.319     2.000
     1.250    -0.907    -1.104     1.429    21.802     1.270     2.000
     1.260    -0.871    -1.132     1.429    21.802     1.219     2.000
     1.270    -0.834    -1.160     1.429    21.802     1.168     2.000
     1.280    -0.796    -1.186     1.429    21.802     1.115     2.000
     1.290    -0.758    -1.211     1.429    21.802     1.061     2.000
     1.300    -0.718    -1.235     1.429    21.802     1.006     2.000
     1.310    -0.678    -1.257     1.429    21.802     0.949     2.000
     1.320    -0.637    -1.279     1.429    21.802     0.892     2.000
     1.330    -0.596    -1.298     1.429    21.802     0.834     2.000
     1.340    -0.554    -1.317     1.429    21.802     0.775     2.000
     1.350    -0.511    -1.334     1.429    21.802     0.715     2.000
     1.360    -0.468    -1.350     1.429    21.802     0.655     2.000
     1.370    -0.424    -1.364     1.429    21.802     0.594     2.000
     1.380    -0.380    -1.377     1.429    21.802     0.532     2.000
     1.390    -0.335    -1.389     1.429    21.802     0.470     2.000
     1.400    -0.291    -1.399     1.429    21.802     0.407     2.000
     1.410    -0.245    -1.407     1.429    21.802     0.344     2.000
     1.420    -0.200    -1.415     1.429    21.802     0.280     2.000
     1.430    -0.154    -1.420     1.429    21.802     0.216     2.000
     1.440    -0.109    -1.424     1.429    21.802     0.152     2.000
     1.450    -0.063    -1.427     1.429    21.802     0.088     2.000
     1.460    -0.017    -1.428     1.429    21.802     0.023     2.000
     1.470     0.029    -1.428     1.429    21.802     0.041     2.000
     1.480     0.075    -1.427     1.429    21.802     0.105     2.000
     1.490     0.121    -1.423     1.429    21.802     0.170     2.000
     1.500     0.167    -1.419     1.429    21.802     0.234     2.000
     1.510     0.213    -1.413     1.429    21.802     0.298     2.000
     1.520     0.258    -1.405     1.429    21.802     0.361     2.000
     1.530     0.303    -1.396     1.429    21.802     0.424     2.000
     1.540     0.348    -1.386     1.429    21.802     0.487     2.000
     1.550     0.392    -1.374     1.429    21.802     0.549     2.000
     1.560     0.436    -1.360     1.429    21.802     0.611     2.000
     1.570     0.480    -1.346     1.429    21.802     0.672     2.000
     1.580     0.523    -1.329     1.429    21.802     0.732     2.000
     1.590     0.565    -1.312     1.429    21.802     0.792     2.000
     1.600     0.607    -1.293     1.429    21.802     0.850     2.000
     1.610     0.649    -1.273     1.429    21.802     0.908     2.000
     1.620     0.689    -1.251     1.429    21.802     0.965     2.000
     1.630     0.729    -1.228     1.429    21.802     1.021     2.000
     1.640     0.768    -1.204     1.429    21.802     1.076     2.000
     1.650     0.807    -1.179     1.429    21.802     1.129     2.000
     1.660     0.844    -1.152     1.429    21.802     1.182     2.000
     1.670     0.881    -1.125     1.429    21.802     1.233     2.000
     1.680     0.917    -1.096     1.429    21.802     1.283     2.000
     1.690     0.951    -1.066     1.429    21.802     1.332     2.000
     1.700     0.985    -1.034     1.429    21.802     1.379     2.000
     1.710     1.018    -1.002     1.429    21.802     1.425     2.000
     1.720     1.050    -0.969     1.429    21.802     1.470     2.000
     1.730     1.080    -0.935     1.429    21.802     1.513     2.000
     1.740     1.110    -0.899     1.429    21.802     1.554     2.000
     1.750     1.138    -0.863     1.429    21.802     1.594     2.000
     1.760     1.166    -0.826     1.429    21.802     1.632     2.000
     1.770     1.192    -0.788     1.429    21.802     1.668     2.000
     1.780     1.216    -0.749     1.429    21.802     1.703     2.000
     1.790     1.240    -0.710     1.429    21.802     1.736     2.000
     1.800     1.262    -0.669     1.429    21.802     1.767     2.000
     1.810     1.283    -0.628     1.429    21.802     1.796     2.000
     1.820     1.302    -0.587     1.429    21.802     1.823     2.000
     1.830     1.321    -0.545     1.429    21.802     1.849     2.000
     1.840     1.338    -0.502     1.429    21.802     1.873     2.000
     1.850     1.353    -0.459     1.429    21.802     1.894     2.000
     1.860     1.367    -0.415     1.429    21.802     1.914     2.000
     1.870     1.380    -0.371     1.429    21.802     1.932     2.000
     1.880     1.391    -0.326     1.429    21.802     1.947     2.000
     1.890     1.401    -0.281     1.429    21.802     1.961     2.000
     1.900     1.409    -0.236     1.429    21.802     1.973     2.000
     1.910     1.416    -0.190     1.429    21.802     1.982     2.000
     1.920     1.421    -0.145     1.429    21.802     1.990     2.000
     1.930     1.425    -0.099     1.429    21.802     1.995     2.000
     1.940     1.428    -0.053     1.429    21.802     1.999     2.000
     1.950     1.429    -0.007     1.429    21.802     2.000     2.000
     1.960     1.428     0.039     1.429    21.802     1.999     2.000
     1.970     1.426     0.085     1.429    21.802     1.996     2.000
     1.980     1.423     0.131     1.429    21.802     1.992     2.000
     1.990     1.418     0.177     1.429    21.802     1.985     2.000
     2.000     1.411     0.222     1.429    21.802     1.976     2.000
     2.010     1.403     0.268     1.429    21.802     1.965     2.000
     2.020     1.394     0.313     1.429    21.802     1.952     2.000
     2.030     1.383     0.357     1.429    21.802     1.936     2.000
     2.040     1.371     0.402     1.429    21.802     1.919     2.000
     2.050     1.357     0.446     1.429    21.802     1.900     2.000
     2.060     1.342     0.489     1.429    21.802     1.879     2.000
     2.070     1.326     0.532     1.429    21.802     1.856     2.000
     2.080     1.308     0.574     1.429    21.802     1.831     2.000
     2.090     1.289     0.616     1.429    21.802     1.804     2.000
     2.100     1.268     0.657     1.429    21.802     1.776     2.000
     2.110     1.247     0.698     1.429    21.802     1.745     2.000
     2.120     1.223     0.738     1.429    21.802     1.713     2.000
     2.130     1.199     0.777     1.429    21.802     1.679     2.000
     2.140     1.173     0.815     1.429    21.802     1.643     2.000
     2.150     1.147     0.852     1.429    21.802     1.605     2.000
     2.160     1.119     0.889     1.429    21.802     1.566     2.000
     2.170     1.089     0.924     1.429    21.802     1.525     2.000
     2.180     1.059     0.959     1.429    21.802     1.483     2.000
     2.190     1.028     0.992     1.429    21.802     1.439     2.000
     2.200     0.995     1.025     1.429    21.802     1.393     2.000
     2.210     0.962     1.056     1.429    21.802     1.346     2.000
     2.220     0.927     1.087     1.429    21.802     1.298     2.000
     2.230     0.892     1.116     1.429    21.802     1.248     2.000
     2.240     0.855     1.144     1.429    21.802     1.197     2.000
     2.250     0.818     1.171     1.429    21.802     1.145     2.000
     2.260     0.780     1.197     1.429    21.802     1.092     2.000
     2.270     0.741     1.221     1.429    21.802     1.037     2.000
     2.280     0.701     1.245     1.429    21.802     0.982     2.000
     2.290     0.661     1.267     1.429    21.802     0.925     2.000
     2.300     0.620     1.287     1.429    21.802     0.868     2.000
     2.310     0.578     1.306     1.429    21.802     0.809     2.000
     2.320     0.536     1.324     1.429    21.802     0.750     2.000
     2.330     0.493     1.341     1.429    21.802     0.690     2.000
     2.340     0.449     1.356     1.429    21.802     0.629     2.000
     2.350     0.405     1.370     1.429    21.802     0.567     2.000
     2.360     0.361     1.382     1.429    21.802     0.505     2.000
     2.370     0.316     1.393     1.429    21.802     0.443     2.000
     2.380     0.271     1.403     1.429    21.802     0.380     2.000
     2.390     0.226     1.411     1.429    21.802     0.316     2.000
     2.400     0.181     1.417     1.429    21.802     0.253     2.000
     2.410     0.135     1.422     1.429    21.802     0.189     2.000
     2.420     0.089     1.426     1.429    21.802     0.125     2.000
     2.430     0.043     1.428     1.429    21.802     0.060     2.000
     2.440    -0.003     1.429     1.429    21.802     0.004     2.000
     2.450    -0.049     1.428     1.429    21.802     0.069     2.000
     2.460    -0.095     1.425     1.429    21.802     0.133     2.000
     2.470    -0.141     1.422     1.429    21.802     0.197     2.000
     2.480    -0.186     1.416     1.429    21.802     0.261     2.000
     2.490    -0.232     1.410     1.429    21.802     0.325     2.000
     2.500    -0.277     1.401     1.429    21.802     0.388     2.000
     2.510    -0.322     1.392     1.429    21.802     0.451     2.000
     2.520    -0.367     1.381     1.429    21.802     0.513     2.000
