13.650 -15.327 359.463
13.675 -15.380 291.985
13.700 -15.368 363.551
13.725 -15.363 414.267
13.750 -15.375 390.871
13.775 -15.391 339.506
13.800 -15.412 270.382
13.825 -15.440 205.343
13.850 -15.388 261.673
13.875 -15.503 137.444
13.900 -15.522 124.814
13.925 -15.532 122.049
13.950 -15.572 136.531
13.975 -15.598 123.147
14.000 -15.605 113.339
14.025 -15.597 112.533
14.050 -15.592 111.606
14.075 -15.587 110.285
14.100 -15.576 112.994
14.125 -15.557 121.454
14.150 -15.530 137.595
14.175 -15.494 165.745
14.200 -15.464 196.209
14.225 -15.442 231.244
14.250 -15.422 248.034
14.275 -15.397 273.519
14.300 -15.354 314.376
14.325 -15.288 365.109
14.350 -15.413 210.833
14.375 -15.393 220.966
14.400 -15.303 262.617
14.425 -15.294 296.353
14.450 -15.310 334.379
14.475 -15.271 413.554
14.500 -15.254 485.082
14.525 -15.374 279.611
14.550 -15.247 494.649
14.575 -15.269 454.759
14.600 -15.305 401.379
14.625 -15.378 299.213
14.650 -15.431 240.519
14.675 -15.491 185.967
14.700 -15.540 160.178
14.725 -15.605 128.388
14.750 -15.625 111.247
14.775 -15.625 111.054
14.800 -15.604 121.905
14.825 -15.527 125.166
14.850 -15.512 132.746
14.875 -15.499 142.912
14.900 -15.483 158.893
14.925 -15.457 186.377
14.950 -15.388 281.508
14.975 -15.330 332.525
15.000 -15.268 408.650
15.025 -15.229 442.041
15.050 -15.249 359.557
15.075 -15.207 514.998
15.100 -15.204 509.576
15.125 -15.239 418.790
15.150 -15.253 406.584
15.175 -15.250 414.885
15.200 -15.242 428.668
15.225 -15.262 398.159
15.250 -15.290 364.902
15.275 -15.319 330.820
15.300 -15.250 492.753
15.325 -15.363 264.152
15.350 -15.336 409.708
15.375 -15.355 388.602
15.400 -15.396 252.153
15.425 -15.407 242.408
15.450 -15.414 236.732
15.475 -15.411 247.175
15.500 -15.411 256.985
15.525 -15.438 245.150
15.550 -15.504 145.224
15.575 -15.512 140.212
15.600 -15.524 134.458
15.625 -15.536 128.976
15.650 -15.552 123.008
15.675 -15.610 112.705
15.700 -15.625 107.010
15.725 -15.561 114.814
15.750 -15.403 151.227
15.775 -15.245 217.396
15.800 -15.397 162.289
15.825 -15.478 145.537
15.850 -15.469 159.448
15.875 -15.468 171.503
15.900 -15.492 162.570
15.925 -15.509 159.093
15.950 -15.542 144.924
15.975 -15.503 146.260
16.000 -15.375 267.730
