     0.000    -0.571    -0.000     0.571     0.000
     0.010    -0.571    -0.018     0.571     8.721
     0.020    -0.570    -0.037     0.571     8.721
     0.030    -0.569    -0.055     0.571     8.721
     0.040    -0.567    -0.073     0.571     8.721
     0.050    -0.564    -0.092     0.571     8.721
     0.060    -0.561    -0.110     0.571     8.721
     0.070    -0.557    -0.128     0.571     8.721
     0.080    -0.553    -0.146     0.571     8.721
     0.090    -0.548    -0.163     0.571     8.721
     0.100    -0.542    -0.181     0.571     8.721
     0.110    -0.536    -0.198     0.571     8.721
     0.120    -0.529    -0.215     0.571     8.721
     0.130    -0.522    -0.232     0.571     8.721
     0.140    -0.514    -0.249     0.571     8.721
     0.150    -0.506    -0.265     0.571     8.721
     0.160    -0.497    -0.282     0.571     8.721
     0.170    -0.488    -0.297     0.571     8.721
     0.180    -0.478    -0.313     0.571     8.721
     0.190    -0.468    -0.328     0.571     8.721
     0.200    -0.457    -0.343     0.571     8.721
     0.210    -0.446    -0.358     0.571     8.721
     0.220    -0.434    -0.372     0.571     8.721
     0.230    -0.422    -0.386     0.571     8.721
     0.240    -0.409    -0.399     0.571     8.721
     0.250    -0.396    -0.412     0.571     8.721
     0.260    -0.383    -0.424     0.571     8.721
     0.270    -0.369    -0.437     0.571     8.721
     0.280    -0.355    -0.448     0.571     8.721
     0.290    -0.340    -0.459     0.571     8.721
     0.300    -0.325    -0.470     0.571     8.721
     0.310    -0.310    -0.480     0.571     8.721
     0.320    -0.294    -0.490     0.571     8.721
     0.330    -0.278    -0.499     0.571     8.721
     0.340    -0.262    -0.508     0.571     8.721
     0.350    -0.245    -0.516     0.571     8.721
     0.360    -0.229    -0.524     0.571     8.721
     0.370    -0.212    -0.531     0.571     8.721
     0.380    -0.194    -0.537     0.571     8.721
     0.390    -0.177    -0.543     0.571     8.721
     0.400    -0.160    -0.549     0.571     8.721
     0.410    -0.142    -0.554     0.571     8.721
     0.420    -0.124    -0.558     0.571     8.721
     0.430    -0.106    -0.562     0.571     8.721
     0.440    -0.088    -0.565     0.571     8.721
     0.450    -0.070    -0.567     0.571     8.721
     0.460    -0.051    -0.569     0.571     8.721
     0.470    -0.033    -0.570     0.571     8.721
     0.480    -0.014    -0.571     0.571     8.721
     0.490     0.004    -0.571     0.571     8.721
     0.500     0.022    -0.571     0.571     8.721
     0.510     0.041    -0.570     0.571     8.721
     0.520     0.059    -0.568     0.571     8.721
     0.530     0.077    -0.566     0.571     8.721
     0.540     0.095    -0.563     0.571     8.721
     0.550     0.114    -0.560     0.571     8.721
     0.560     0.132    -0.556     0.571     8.721
     0.570     0.149    -0.552     0.571     8.721
     0.580     0.167    -0.546     0.571     8.721
     0.590     0.185    -0.541     0.571     8.721
     0.600     0.202    -0.535     0.571     8.721
     0.610     0.219    -0.528     0.571     8.721
     0.620     0.236    -0.520     0.571     8.721
     0.630     0.252    -0.513     0.571     8.721
     0.640     0.269    -0.504     0.571     8.721
     0.650     0.285    -0.495     0.571     8.721
     0.660     0.301    -0.486     0.571     8.721
     0.670     0.316    -0.476     0.571     8.721
     0.680     0.331    -0.466     0.571     8.721
     0.690     0.346    -0.455     0.571     8.721
     0.700     0.361    -0.443     0.571     8.721
     0.710     0.375    -0.431     0.571     8.721
     0.720     0.388    -0.419     0.571     8.721
     0.730     0.402    -0.406     0.571     8.721
     0.740     0.415    -0.393     0.571     8.721
     0.750     0.427    -0.380     0.571     8.721
     0.760     0.439    -0.366     0.571     8.721
     0.770     0.451    -0.351     0.571     8.721
     0.780     0.462    -0.337     0.571     8.721
     0.790     0.472    -0.322     0.571     8.721
     0.800     0.482    -0.306     0.571     8.721
     0.810     0.492    -0.291     0.571     8.721
     0.820     0.501    -0.275     0.571     8.721
     0.830     0.510    -0.258     0.571     8.721
     0.840     0.518    -0.242     0.571     8.721
     0.850     0.525    -0.225     0.571     8.721
     0.860     0.532    -0.208     0.571     8.721
     0.870     0.539    -0.191     0.571     8.721
     0.880     0.544    -0.173     0.571     8.721
     0.890     0.550    -0.156     0.571     8.721
     0.900     0.555    -0.138     0.571     8.721
     0.910     0.559    -0.120     0.571     8.721
     0.920     0.562    -0.102     0.571     8.721
     0.930     0.565    -0.084     0.571     8.721
     0.940     0.568    -0.066     0.571     8.721
     0.950     0.569    -0.047     0.571     8.721
     0.960     0.571    -0.029     0.571     8.721
     0.970     0.571    -0.011     0.571     8.721
     0.980     0.571     0.008     0.571     8.721
     0.990     0.571     0.026     0.571     8.721
     1.000     0.570     0.045     0.571     8.721
     1.010     0.568     0.063     0.571     8.721
     1.020     0.566     0.081     0.571     8.721
     1.030     0.563     0.099     0.571     8.721
     1.040     0.559     0.117     0.571     8.721
     1.050     0.555     0.135     0.571     8.721
     1.060     0.551     0.153     0.571     8.721
     1.070     0.545     0.171     0.571     8.721
     1.080     0.540     0.188     0.571     8.721
     1.090     0.533     0.206     0.571     8.721
