13.650 -15.259 2566.738
13.675 -15.312 2301.877
13.700 -15.345 2059.148
13.725 -15.354 1838.417
13.750 -15.349 1728.608
13.775 -15.350 1603.204
13.800 -15.352 1488.585
13.825 -15.349 1393.813
13.850 -15.351 1309.742
13.875 -15.362 1244.889
13.900 -15.378 1181.457
13.925 -15.397 1118.541
13.950 -15.399 1093.899
13.975 -15.396 1042.926
14.000 -15.392 997.373
14.025 -15.362 1023.856
14.050 -15.308 1005.691
14.075 -15.225 979.863
14.100 -15.168 945.124
14.125 -15.123 857.825
14.150 -15.098 741.737
14.175 -15.093 601.797
14.200 -15.122 476.569
14.225 -15.174 338.473
14.250 -15.207 235.505
14.275 -15.219 186.818
14.300 -15.187 190.926
14.325 -15.149 201.741
14.350 -15.115 212.078
14.375 -15.075 225.066
14.400 -15.105 215.451
14.425 -15.042 236.296
14.450 -14.931 278.133
14.475 -14.816 330.069
14.500 -14.756 363.336
14.525 -14.746 370.765
14.550 -14.766 360.373
14.575 -14.800 342.038
14.600 -14.951 271.418
14.625 -14.991 256.120
14.650 -14.988 257.307
14.675 -15.073 227.157
14.700 -15.154 201.001
14.725 -15.195 188.984
14.750 -15.224 180.809
14.775 -15.266 169.895
14.800 -15.290 163.680
14.825 -15.333 153.353
14.850 -15.372 144.745
14.875 -15.400 142.185
14.900 -15.416 166.098
14.925 -15.421 226.711
14.950 -15.414 346.374
14.975 -15.393 537.816
15.000 -15.332 896.379
15.025 -15.257 1457.176
15.050 -15.238 1943.351
15.075 -15.304 2046.425
15.100 -15.334 2061.723
15.125 -15.323 2145.256
15.150 -15.277 2328.795
15.175 -15.222 2545.019
15.200 -15.173 2746.229
15.225 -15.138 2887.333
15.250 -15.115 2929.933
15.275 -15.136 3010.199
15.300 -15.124 2977.414
15.325 -15.133 2859.594
15.350 -15.137 2684.964
15.375 -15.122 2548.664
15.400 -15.113 2607.404
15.425 -15.144 2709.343
15.450 -15.204 2725.800
15.475 -15.228 2693.209
15.500 -15.236 2585.739
15.525 -15.240 2435.954
15.550 -15.254 2236.465
15.575 -15.284 2024.187
15.600 -15.261 2018.783
15.625 -15.299 1866.470
15.650 -15.312 1779.849
15.675 -15.300 1687.970
15.700 -15.279 1566.752
15.725 -15.178 1502.622
15.750 -15.100 1388.469
15.775 -15.269 1261.462
15.800 -15.316 1159.714
15.825 -15.350 1099.581
15.850 -15.375 1073.863
15.875 -15.389 1028.053
15.900 -15.396 1029.023
15.925 -15.369 1017.690
15.950 -15.356 1030.140
15.975 -15.346 1043.164
16.000 -15.237 1081.028
